txn_id,user_id,merchant,amount,city,timestamp,status
TXN000000024656,U044133,Croma,1966.12,Chandigarh,2025-08-04 21:23:38,SUCCESS
TXN000000024657,U096503,Netflix,4653.01,Indore,2025-04-05 05:39:29,SUCCESS
TXN000000024658,U113774,AppleStore,1817.04,Indore,2025-03-13 19:35:59,SUCCESS
TXN000000024659,U092263,Ola,43.37,Nagpur,2025-05-11 03:48:44,SUCCESS
TXN000000024660,U117389,Myntra,3509.23,Pune,2025-04-08 22:32:47,SUCCESS
TXN000000024661,U045629,Croma,2207.99,Hyderabad,2025-10-11 23:19:54,SUCCESS
TXN000000024662,U121839,Zomato,2363.44,Hyderabad,2026-01-17 22:15:52,SUCCESS
TXN000000024663,U091956,RelianceDigital,3502.81,Pune,2025-01-03 05:56:14,SUCCESS
TXN000000024664,U138772,Swiggy,4872.25,Bhopal,2025-08-20 15:08:25,SUCCESS
TXN000000024665,U183458,AppleStore,1950.42,Bhopal,2025-01-22 01:15:20,SUCCESS
TXN000000024666,U179435,RelianceDigital,1980.84,Nagpur,2025-04-27 06:40:53,SUCCESS
TXN000000024667,U124688,Hotstar,1604.26,Delhi,2025-08-05 21:05:15,SUCCESS
TXN000000024668,U021073,RelianceDigital,4985.7,Indore,2025-11-02 16:14:23,SUCCESS
TXN000000024669,U167066,Croma,1320.79,Patna,2025-08-16 20:45:23,SUCCESS
TXN000000024670,U081792,Hotstar,2395.11,Surat,2025-06-24 15:40:15,SUCCESS
TXN000000024671,U096907,Zomato,1176.42,Indore,2025-01-11 20:38:01,SUCCESS
TXN000000024672,U170901,AppleStore,1191.18,Jaipur,2025-02-25 11:51:37,SUCCESS
TXN000000024673,U000129,Ola,1993.23,Bangalore,2025-05-08 01:32:19,SUCCESS
TXN000000024674,U173671,GooglePlay,306.94,Surat,2025-05-07 22:54:44,SUCCESS
TXN000000024675,U097779,AppleStore,233.7,Bhopal,2025-10-11 16:39:03,SUCCESS
TXN000000024676,U110154,GooglePlay,3739.94,Chennai,2026-01-26 20:05:39,SUCCESS
TXN000000024677,U126226,AppleStore,2239.85,Bhopal,2025-02-07 15:00:00,SUCCESS
TXN000000024678,U191277,Flipkart,239861.49,Delhi,2026-01-15 18:12:16,SUCCESS
TXN000000024679,U088658,Zomato,1480.76,Ahmedabad,2025-04-18 14:50:10,SUCCESS
TXN000000024680,U133347,GooglePlay,866.16,Hyderabad,2025-06-12 08:51:52,SUCCESS
TXN000000024681,U124966,IRCTC,1936.36,Ahmedabad,2025-06-15 02:02:26,SUCCESS
TXN000000024682,U198762,Ola,3070.02,Mumbai,2025-04-19 17:26:19,SUCCESS
TXN000000024683,U140801,AppleStore,4099.47,Chennai,2025-01-06 10:01:28,SUCCESS
TXN000000024684,U174603,PaytmMall,1915.52,Delhi,2025-10-11 02:05:58,SUCCESS
TXN000000024685,U177813,Zomato,3096.23,Jaipur,2025-12-27 11:45:35,SUCCESS
TXN000000024686,U006469,Zomato,2410.94,Surat,2025-05-14 07:00:38,SUCCESS
TXN000000024687,U037601,BookMyShow,1755.96,Ahmedabad,2025-12-27 22:47:13,SUCCESS
TXN000000024688,U195274,Ola,4947.88,Chandigarh,2025-07-02 08:02:10,SUCCESS
TXN000000024689,U006446,PaytmMall,4172.71,Surat,2025-07-01 21:11:16,SUCCESS
TXN000000024690,U001958,Netflix,1452.37,Kolkata,2025-04-27 22:47:43,SUCCESS
TXN000000024691,U076424,Ola,1972.42,Chennai,2026-01-26 12:48:30,SUCCESS
TXN000000024692,U106590,Myntra,2749.42,Surat,2025-07-31 16:40:33,SUCCESS
TXN000000024693,U133142,Uber,2878.84,Patna,2025-03-08 07:39:47,SUCCESS
TXN000000024694,U099594,AppleStore,527.32,Ahmedabad,2025-08-14 17:28:08,SUCCESS
TXN000000024695,U131115,Flipkart,3718.55,Chandigarh,2025-01-03 17:27:24,SUCCESS
TXN000000024696,U160189,BookMyShow,2215.25,Hyderabad,2025-12-22 16:37:33,SUCCESS
TXN000000024697,U083046,Myntra,194.06,Bangalore,2025-05-17 07:44:32,SUCCESS
TXN000000024698,U133774,BookMyShow,3712.38,Delhi,2025-01-27 00:04:28,SUCCESS
TXN000000024699,U017676,RelianceDigital,4786.86,Bangalore,2025-11-09 21:51:22,SUCCESS
TXN000000024700,U108382,GooglePlay,2736.5,Bangalore,2025-03-30 07:53:49,SUCCESS
TXN000000024701,U149944,Croma,1631.89,Mumbai,2025-04-16 12:51:31,SUCCESS
TXN000000024702,U092379,Flipkart,1973.33,Bhopal,2025-02-14 21:47:45,SUCCESS
TXN000000024703,U108189,Uber,3631.44,Chennai,2025-05-09 08:27:38,SUCCESS
TXN000000024704,U136946,GooglePlay,1202.52,Bhopal,2025-02-12 18:33:47,SUCCESS
TXN000000024705,U132989,Myntra,4291.7,Patna,2025-01-04 05:35:28,SUCCESS
TXN000000024706,U156260,AppleStore,2740.44,Hyderabad,2025-08-31 05:24:35,SUCCESS
TXN000000024707,U037622,Croma,2991.08,Nagpur,2025-02-10 05:56:33,SUCCESS
TXN000000024708,U012063,Uber,3159.05,Jaipur,2025-01-24 05:30:39,SUCCESS
TXN000000024709,U101284,BookMyShow,51302.61,Bhopal,2026-01-22 08:39:36,SUCCESS
TXN000000024710,U192747,Zomato,1673.21,Surat,2025-04-13 02:51:16,SUCCESS
TXN000000024711,U010664,Flipkart,4611.81,Jaipur,2025-11-11 03:59:45,FAILED
TXN000000024712,U159151,Ola,912.07,Indore,2025-04-03 04:20:44,SUCCESS
TXN000000024713,U173071,Croma,1829.16,Chennai,2025-03-23 20:54:44,SUCCESS
TXN000000024714,U029356,AppleStore,3857.2,Lucknow,2026-01-06 04:42:41,SUCCESS
TXN000000024715,U129861,Flipkart,368877.04,Hyderabad,2025-05-11 18:06:38,SUCCESS
TXN000000024716,U199390,PaytmMall,1095.59,Delhi,2025-01-03 21:22:33,SUCCESS
TXN000000024717,U189232,BookMyShow,1143.65,Jaipur,2025-11-06 04:38:59,SUCCESS
TXN000000024718,U076292,AppleStore,4750.9,Indore,2025-12-24 10:20:31,SUCCESS
TXN000000024719,U173718,PaytmMall,4715.18,Mumbai,2025-03-15 07:28:14,SUCCESS
TXN000000024720,U028179,Myntra,3388.42,Mumbai,2025-07-13 01:17:55,SUCCESS
TXN000000024721,U071865,Amazon,497.09,Jaipur,2025-04-16 05:56:50,SUCCESS
TXN000000024722,U086016,Netflix,2952.37,Kolkata,2025-05-13 19:56:58,SUCCESS
TXN000000024723,U005963,Ola,3068.17,Delhi,2025-11-10 20:27:22,FAILED
TXN000000024724,U076790,Zomato,2868.98,Indore,2025-08-11 12:56:20,SUCCESS
TXN000000024725,U121210,IRCTC,1962.25,Chennai,2025-12-20 11:06:51,SUCCESS
TXN000000024726,U082502,PaytmMall,2287.62,Ahmedabad,2025-12-09 06:53:43,SUCCESS
TXN000000024727,U042566,Croma,4223.5,Pune,2025-12-19 01:44:27,SUCCESS
TXN000000024728,U118576,Amazon,4982.95,Chennai,2025-03-12 16:14:46,SUCCESS
TXN000000024729,U188370,Zomato,1133.81,Chennai,2025-04-09 03:38:53,SUCCESS
TXN000000024730,U198477,RelianceDigital,2801.47,Surat,2025-09-19 22:54:35,SUCCESS
TXN000000024731,U166545,Amazon,2464.96,Surat,2025-12-15 01:02:35,SUCCESS
TXN000000024732,U139406,Hotstar,1316.35,Jaipur,2025-05-06 10:29:45,SUCCESS
TXN000000024733,U134766,GooglePlay,732.46,Chennai,2025-02-10 10:53:58,SUCCESS
TXN000000024734,U176891,AppleStore,782.29,Lucknow,2025-03-29 21:25:13,SUCCESS
TXN000000024735,U159411,Netflix,1199.25,Ahmedabad,2025-01-11 07:44:54,SUCCESS
TXN000000024736,U080354,Uber,2659.55,Chandigarh,2025-09-06 20:48:31,SUCCESS
TXN000000024737,U050075,Ola,4839.82,Chandigarh,2025-06-13 01:00:51,SUCCESS
TXN000000024738,U197803,Swiggy,4898.65,Chandigarh,2025-03-08 01:00:47,SUCCESS
TXN000000024739,U112007,Uber,1561.83,Pune,2025-11-14 06:33:17,SUCCESS
TXN000000024740,U094026,Amazon,3018.34,Patna,2025-11-08 18:17:29,SUCCESS
TXN000000024741,U067915,PaytmMall,2879.67,Mumbai,2026-01-13 08:26:42,SUCCESS
TXN000000024742,U143635,Swiggy,3377.98,Jaipur,2025-11-14 09:41:25,SUCCESS
TXN000000024743,U182715,PaytmMall,3489.08,Chennai,2025-01-02 22:15:17,SUCCESS
TXN000000024744,U085592,Zomato,194202.51,Hyderabad,2025-03-20 07:55:35,SUCCESS
TXN000000024745,U038172,Netflix,4509.74,Chennai,2025-07-26 07:33:57,SUCCESS
TXN000000024746,U180076,Hotstar,1072.71,Bangalore,2025-02-28 01:11:59,SUCCESS
TXN000000024747,U103205,Hotstar,1173.31,Surat,2025-10-03 03:59:29,SUCCESS
TXN000000024748,U025888,Ola,4416.69,Jaipur,2026-01-21 18:17:05,SUCCESS
TXN000000024749,U195915,PaytmMall,3517.54,Delhi,2025-04-18 04:22:10,SUCCESS
TXN000000024750,U198652,AppleStore,3550.19,Lucknow,2025-05-14 10:47:56,SUCCESS
TXN000000024751,U172007,RelianceDigital,189.73,Kolkata,2025-06-18 17:31:00,SUCCESS
TXN000000024752,U099408,PaytmMall,4042.8,Ahmedabad,2025-05-27 04:12:50,SUCCESS
TXN000000024753,U170177,Flipkart,1125.76,Delhi,2025-04-21 21:10:40,SUCCESS
TXN000000024754,U192588,GooglePlay,3240.74,Delhi,2025-11-30 06:41:58,SUCCESS
TXN000000024755,U161914,Netflix,2289.02,Indore,2026-01-17 16:19:21,SUCCESS
TXN000000024756,U046174,RelianceDigital,2483.5,Patna,2025-06-21 07:43:30,SUCCESS
TXN000000024757,U063501,BookMyShow,2170.91,Nagpur,2025-11-15 14:38:45,SUCCESS
TXN000000024758,U135772,Swiggy,4898.6,Nagpur,2025-07-28 06:45:01,SUCCESS
TXN000000024759,U047585,BookMyShow,319912.69,Surat,2025-09-18 20:05:09,SUCCESS
TXN000000024760,U002260,BookMyShow,4404.26,Bhopal,2025-08-10 20:49:26,SUCCESS
TXN000000024761,U033392,Hotstar,957.32,Bangalore,2025-01-20 16:37:38,SUCCESS
TXN000000024762,U037766,RelianceDigital,1594.07,Chennai,2025-07-20 08:24:37,SUCCESS
TXN000000024763,U031706,BookMyShow,1650.57,Kolkata,2025-09-22 21:08:29,SUCCESS
TXN000000024764,U018263,Croma,4028.82,Mumbai,2025-09-23 15:20:26,SUCCESS
TXN000000024765,U107535,Hotstar,4173.22,Bhopal,2025-12-11 05:21:49,SUCCESS
TXN000000024766,U132517,Amazon,1106.44,Jaipur,2025-02-20 06:31:45,SUCCESS
TXN000000024767,U057068,AppleStore,2626.45,Kolkata,2025-03-20 19:14:59,SUCCESS
TXN000000024768,U143834,Croma,73.03,Nagpur,2025-01-15 04:08:00,SUCCESS
TXN000000024769,U106496,RelianceDigital,728.79,Mumbai,2025-06-08 02:49:00,SUCCESS
TXN000000024770,U036063,Ola,4976.43,Surat,2025-10-24 02:51:18,SUCCESS
TXN000000024771,U195340,Swiggy,313803.9,Kolkata,2025-09-01 10:52:34,SUCCESS
TXN000000024772,U177094,Zomato,999.24,Hyderabad,2025-10-05 18:02:53,SUCCESS
TXN000000024773,U137020,AppleStore,109.33,Ahmedabad,2025-01-02 01:51:05,SUCCESS
TXN000000024774,U010232,Myntra,4489.78,Chennai,2025-11-30 15:12:57,SUCCESS
TXN000000024775,U008746,Myntra,4285.06,Jaipur,2025-06-26 20:27:14,SUCCESS
TXN000000024776,U106193,GooglePlay,3068.44,Chandigarh,2025-01-06 15:09:38,SUCCESS
TXN000000024777,U158131,PaytmMall,3408.38,Lucknow,2025-01-04 18:40:33,SUCCESS
TXN000000024778,U062181,PaytmMall,2773.99,Delhi,2025-03-13 03:58:14,SUCCESS
TXN000000024779,U127832,AppleStore,2683.24,Lucknow,2025-12-11 05:55:46,SUCCESS
TXN000000024780,U199963,Swiggy,770.9,Jaipur,2025-10-22 22:36:47,SUCCESS
TXN000000024781,U138205,BookMyShow,148.59,Bangalore,2025-05-21 10:16:22,SUCCESS
TXN000000024782,U143667,Ola,526.63,Ahmedabad,2025-06-26 08:11:02,SUCCESS
TXN000000024783,U075343,Hotstar,3964.46,Delhi,2025-09-21 06:40:53,SUCCESS
TXN000000024784,U093648,Hotstar,1009.54,Ahmedabad,2025-04-16 15:18:39,SUCCESS
TXN000000024785,U140544,PaytmMall,1414.87,Patna,2025-11-16 22:23:03,SUCCESS
TXN000000024786,U002781,Ola,86921.16,Nagpur,2025-01-23 02:34:52,SUCCESS
TXN000000024787,U066376,Ola,1935.5,Hyderabad,2025-04-12 03:04:40,SUCCESS
TXN000000024788,U014564,PaytmMall,1268.88,Chandigarh,2025-12-30 08:18:17,SUCCESS
TXN000000024789,U038311,BookMyShow,1972.22,Bangalore,2025-01-24 02:43:30,SUCCESS
TXN000000024790,U069621,Croma,2387.52,Kolkata,2025-04-21 10:31:42,SUCCESS
TXN000000024791,U006404,IRCTC,3439.48,Patna,2025-12-19 22:04:19,SUCCESS
TXN000000024792,U168227,AppleStore,2966.16,Indore,2025-09-24 20:50:37,SUCCESS
TXN000000024793,U024727,Zomato,1547.66,Mumbai,2025-02-26 13:42:42,SUCCESS
TXN000000024794,U042405,Swiggy,4598.96,Surat,2025-06-25 17:21:24,FAILED
TXN000000024795,U002592,BookMyShow,64.05,Delhi,2025-03-25 12:06:19,SUCCESS
TXN000000024796,U114471,Uber,373488.95,Hyderabad,2025-12-09 20:21:10,FAILED
TXN000000024797,U037790,Flipkart,4676.23,Hyderabad,2025-11-25 19:49:46,SUCCESS
TXN000000024798,U115803,AppleStore,3457.67,Nagpur,2025-02-23 17:30:02,SUCCESS
TXN000000024799,U114750,AppleStore,1569.18,Indore,2025-09-20 03:23:13,SUCCESS
TXN000000024800,U168414,Flipkart,4925.33,Patna,2025-09-27 12:32:02,SUCCESS
TXN000000024801,U180119,Amazon,1616.03,Surat,2025-11-05 19:18:01,SUCCESS
TXN000000024802,U008236,Netflix,1086.39,Hyderabad,2025-11-23 14:53:23,SUCCESS
TXN000000024803,U008447,Amazon,4290.68,Hyderabad,2025-12-28 14:04:39,SUCCESS
TXN000000024804,U161714,AppleStore,4358.49,Bhopal,2025-06-26 17:10:47,SUCCESS
TXN000000024805,U162595,GooglePlay,4813.23,Patna,2025-10-27 13:23:30,SUCCESS
TXN000000024806,U099490,Flipkart,3153.61,Bhopal,2025-03-02 04:31:18,SUCCESS
TXN000000024807,U181104,Swiggy,2037.11,Delhi,2026-01-31 15:26:59,SUCCESS
TXN000000024808,U183117,Zomato,3596.94,Nagpur,2025-12-30 05:42:59,FAILED
TXN000000024809,U061043,Croma,402.2,Kolkata,2025-06-14 15:13:26,SUCCESS
TXN000000024810,U165089,PaytmMall,2917.29,Indore,2025-12-31 11:15:50,SUCCESS
TXN000000024811,U133585,BookMyShow,26.1,Delhi,2025-02-23 15:27:17,SUCCESS
TXN000000024812,U019658,Croma,314514.7,Ahmedabad,2025-09-20 20:55:50,SUCCESS
TXN000000024813,U152900,Ola,4322.35,Ahmedabad,2025-12-20 18:57:44,SUCCESS
TXN000000024814,U102855,Netflix,842.66,Bhopal,2025-02-15 14:50:18,SUCCESS
TXN000000024815,U118726,IRCTC,432.8,Bangalore,2025-10-26 05:19:24,SUCCESS
TXN000000024816,U148488,Amazon,4128.8,Surat,2025-10-13 21:44:51,SUCCESS
TXN000000024817,U086910,Amazon,1264.28,Delhi,2025-08-23 19:06:03,SUCCESS
TXN000000024818,U167952,Amazon,2441.16,Pune,2025-12-04 03:18:26,SUCCESS
TXN000000024819,U181879,Croma,1511.85,Chennai,2025-03-28 02:23:01,SUCCESS
TXN000000024820,U037053,Ola,3602.39,Chandigarh,2025-04-16 03:50:23,SUCCESS
TXN000000024821,U023256,Netflix,1280.2,Jaipur,2025-01-28 21:28:12,SUCCESS
TXN000000024822,U066626,Netflix,3801.02,Mumbai,2025-09-09 04:42:51,SUCCESS
TXN000000024823,U166498,AppleStore,2511.83,Ahmedabad,2025-06-11 07:17:59,SUCCESS
TXN000000024824,U038507,Swiggy,3253.98,Ahmedabad,2025-01-19 16:13:10,SUCCESS
TXN000000024825,U188644,RelianceDigital,4016.04,Delhi,2025-01-05 23:18:08,SUCCESS
TXN000000024826,U097104,Ola,4092.06,Indore,2025-08-16 13:42:36,SUCCESS
TXN000000024827,U144630,GooglePlay,4139.33,Hyderabad,2025-05-17 01:46:20,SUCCESS
TXN000000024828,U139217,Amazon,1512.07,Hyderabad,2025-01-05 03:28:03,SUCCESS
TXN000000024829,U046107,Myntra,1090.07,Hyderabad,2025-09-10 07:43:51,SUCCESS
TXN000000024830,U125159,Myntra,2118.9,Indore,2025-11-26 20:38:34,SUCCESS
TXN000000024831,U188598,Croma,2841.43,Bhopal,2025-05-11 21:22:58,SUCCESS
TXN000000024832,U066523,RelianceDigital,3829.01,Nagpur,2025-04-29 05:52:11,FAILED
TXN000000024833,U053369,Zomato,4336.61,Nagpur,2025-12-31 01:12:39,SUCCESS
TXN000000024834,U040504,Amazon,465121.87,Jaipur,2025-12-03 10:13:12,SUCCESS
TXN000000024835,U192512,Myntra,1784.78,Kolkata,2025-08-13 15:40:34,SUCCESS
TXN000000024836,U064052,AppleStore,4810.19,Delhi,2025-07-18 09:49:01,SUCCESS
TXN000000024837,U190886,Amazon,3521.66,Jaipur,2025-11-14 12:11:10,FAILED
TXN000000024838,U102075,Ola,3322.99,Delhi,2025-10-19 17:27:05,SUCCESS
TXN000000024839,U168066,PaytmMall,796.27,Indore,2025-02-12 05:15:28,SUCCESS
TXN000000024840,U130802,Uber,883.6,Jaipur,2025-04-23 04:48:05,SUCCESS
TXN000000024841,U116014,Myntra,4305.24,Hyderabad,2025-12-20 20:38:17,SUCCESS
TXN000000024842,U005710,Hotstar,608.85,Patna,2025-11-11 13:16:38,FAILED
TXN000000024843,U006639,IRCTC,269.38,Indore,2025-10-24 00:52:42,SUCCESS
TXN000000024844,U044042,Flipkart,3790.43,Chandigarh,2025-04-07 22:53:46,SUCCESS
TXN000000024845,U147525,Croma,32.61,Kolkata,2025-06-17 19:11:41,SUCCESS
TXN000000024846,U155448,Amazon,2827.03,Hyderabad,2025-07-07 07:43:07,SUCCESS
TXN000000024847,U090764,Netflix,4522.21,Jaipur,2025-04-19 05:49:40,SUCCESS
TXN000000024848,U071928,Swiggy,4994.96,Lucknow,2025-05-19 17:55:16,SUCCESS
TXN000000024849,U034877,Ola,491.66,Chandigarh,2025-12-18 10:52:22,SUCCESS
TXN000000024850,U175863,Uber,1078.66,Delhi,2025-05-21 07:03:59,SUCCESS
TXN000000024851,U152850,Amazon,2851.4,Lucknow,2025-02-08 06:13:42,SUCCESS
TXN000000024852,U121175,Uber,1477.18,Surat,2025-01-01 03:19:11,SUCCESS
TXN000000024853,U179115,Uber,2108.27,Indore,2026-01-23 21:12:35,SUCCESS
TXN000000024854,U109539,Flipkart,470877.4,Kolkata,2025-06-28 16:53:30,SUCCESS
TXN000000024855,U035727,Croma,2781.85,Surat,2025-08-22 11:21:58,SUCCESS
TXN000000024856,U161817,Uber,4549.85,Ahmedabad,2025-09-09 08:57:55,SUCCESS
TXN000000024857,U007213,AppleStore,4689.77,Bhopal,2025-11-21 20:17:35,FAILED
TXN000000024858,U039338,Amazon,2028.43,Patna,2025-04-20 05:40:27,SUCCESS
TXN000000024859,U007872,Hotstar,1057.15,Mumbai,2025-11-13 21:20:28,SUCCESS
TXN000000024860,U057346,Zomato,291201.41,Bangalore,2025-11-11 02:44:37,SUCCESS
TXN000000024861,U035832,Swiggy,2051.31,Nagpur,2025-06-28 00:29:57,SUCCESS
TXN000000024862,U161838,Croma,1076.9,Kolkata,2025-06-14 16:07:23,SUCCESS
TXN000000024863,U118889,Swiggy,3956.07,Pune,2025-05-19 17:37:01,SUCCESS
TXN000000024864,U092120,Croma,3665.44,Jaipur,2025-03-11 04:16:34,SUCCESS
TXN000000024865,U062179,GooglePlay,3690.46,Ahmedabad,2026-01-25 13:02:06,SUCCESS
TXN000000024866,U115982,Uber,2586.49,Jaipur,2025-08-07 17:39:23,SUCCESS
TXN000000024867,U020149,Ola,3230.18,Jaipur,2026-01-15 10:22:36,SUCCESS
TXN000000024868,U147290,Ola,4976.36,Delhi,2025-07-20 23:33:14,SUCCESS
TXN000000024869,U010435,Zomato,2889.22,Delhi,2025-10-01 15:55:24,SUCCESS
TXN000000024870,U104795,Myntra,1988.09,Kolkata,2025-10-29 22:55:33,SUCCESS
TXN000000024871,U017581,PaytmMall,1946.13,Surat,2025-07-07 08:06:04,SUCCESS
TXN000000024872,U155699,Netflix,4870.48,Surat,2025-04-04 23:08:59,SUCCESS
TXN000000024873,U141577,Croma,2106.93,Bhopal,2025-12-26 19:18:35,SUCCESS
TXN000000024874,U123639,Swiggy,739.13,Surat,2025-05-14 05:33:17,SUCCESS
TXN000000024875,U067243,Flipkart,3210.01,Hyderabad,2026-01-14 15:47:37,SUCCESS
TXN000000024876,U177924,Uber,2485.46,Hyderabad,2025-05-27 09:02:25,SUCCESS
TXN000000024877,U157322,Netflix,2122.65,Nagpur,2025-01-29 03:22:04,SUCCESS
TXN000000024878,U190503,Croma,1443.14,Chandigarh,2025-01-20 08:25:35,SUCCESS
TXN000000024879,U064411,Ola,2786.48,Mumbai,2025-02-09 02:27:44,SUCCESS
TXN000000024880,U187375,GooglePlay,4574.35,Hyderabad,2025-06-26 04:03:34,SUCCESS
TXN000000024881,U108268,Ola,1753.41,Mumbai,2025-05-17 23:45:27,SUCCESS
TXN000000024882,U140784,Myntra,427509.54,Mumbai,2025-09-02 00:56:02,SUCCESS
TXN000000024883,U037124,Swiggy,4011.79,Chandigarh,2025-03-20 04:41:46,SUCCESS
TXN000000024884,U133146,Flipkart,717.19,Jaipur,2025-08-13 10:02:35,SUCCESS
TXN000000024885,U107055,Swiggy,309.11,Kolkata,2025-09-27 18:09:33,SUCCESS
TXN000000024886,U145182,Zomato,3148.03,Lucknow,2025-01-17 11:41:58,SUCCESS
TXN000000024887,U089275,Myntra,4286.08,Mumbai,2025-09-17 11:22:47,SUCCESS
TXN000000024888,U124944,Swiggy,4504.79,Surat,2025-10-22 13:07:50,SUCCESS
TXN000000024889,U045671,PaytmMall,1910.45,Jaipur,2025-02-13 20:15:56,SUCCESS
TXN000000024890,U021630,Uber,2323.76,Kolkata,2025-12-22 12:31:59,SUCCESS
TXN000000024891,U164911,Zomato,2891.43,Mumbai,2025-06-25 02:04:36,SUCCESS
TXN000000024892,U183275,RelianceDigital,871.28,Chandigarh,2025-08-26 16:09:06,SUCCESS
TXN000000024893,U133480,IRCTC,3538.97,Patna,2025-10-16 11:50:47,SUCCESS
TXN000000024894,U173538,Flipkart,2003.47,Kolkata,2025-02-05 14:37:45,SUCCESS
TXN000000024895,U126924,Flipkart,412089.45,Bangalore,2025-12-29 11:24:19,SUCCESS
TXN000000024896,U053916,GooglePlay,4956.89,Pune,2026-01-14 22:29:17,SUCCESS
TXN000000024897,U088459,Croma,238.05,Chennai,2025-09-26 12:26:49,SUCCESS
TXN000000024898,U124340,Swiggy,466.7,Bhopal,2025-12-12 14:43:30,SUCCESS
TXN000000024899,U047012,Zomato,3843.22,Jaipur,2025-02-05 07:58:54,SUCCESS
TXN000000024900,U171386,RelianceDigital,2072.3,Chennai,2025-08-27 15:25:02,SUCCESS
TXN000000024901,U131547,Croma,4709.52,Patna,2025-12-10 20:24:23,SUCCESS
TXN000000024902,U074617,Netflix,4623.59,Ahmedabad,2025-06-18 02:13:45,SUCCESS
TXN000000024903,U106832,AppleStore,4534.22,Indore,2026-01-29 17:58:41,SUCCESS
TXN000000024904,U003151,GooglePlay,2621.49,Surat,2025-09-27 14:05:37,SUCCESS
TXN000000024905,U100781,Ola,3407.73,Jaipur,2025-04-10 21:59:12,SUCCESS
TXN000000024906,U111203,Myntra,1991.57,Lucknow,2025-10-04 20:05:07,SUCCESS
TXN000000024907,U100751,Swiggy,353.81,Bangalore,2025-02-05 14:29:30,SUCCESS
TXN000000024908,U173961,IRCTC,1634.88,Nagpur,2025-01-13 21:58:27,SUCCESS
TXN000000024909,U104855,Swiggy,947.66,Surat,2025-03-25 00:01:56,SUCCESS
TXN000000024910,U184598,BookMyShow,1587.4,Pune,2025-01-25 03:34:31,SUCCESS
TXN000000024911,U173589,AppleStore,3507.63,Chandigarh,2025-08-01 18:49:12,SUCCESS
TXN000000024912,U074753,Uber,4578.84,Mumbai,2025-10-06 19:25:04,FAILED
TXN000000024913,U048899,Croma,1458.06,Nagpur,2025-11-15 20:47:04,SUCCESS
TXN000000024914,U189821,RelianceDigital,3790.41,Kolkata,2025-08-30 17:03:41,SUCCESS
TXN000000024915,U119896,Zomato,1347.28,Mumbai,2025-10-18 20:07:52,SUCCESS
TXN000000024916,U166874,RelianceDigital,1191.1,Hyderabad,2025-12-15 11:07:56,SUCCESS
TXN000000024917,U163148,Amazon,4973.16,Ahmedabad,2025-08-08 09:42:24,SUCCESS
TXN000000024918,U007014,IRCTC,113393.27,Indore,2025-04-03 17:35:54,SUCCESS
TXN000000024919,U164297,Croma,3712.36,Jaipur,2026-01-06 04:24:41,SUCCESS
TXN000000024920,U118031,Flipkart,1502.16,Chennai,2026-01-03 03:11:08,SUCCESS
TXN000000024921,U141444,AppleStore,4332.17,Nagpur,2025-08-25 07:10:59,SUCCESS
TXN000000024922,U135544,Croma,2638.47,Chandigarh,2025-10-04 09:17:19,SUCCESS
TXN000000024923,U004306,Ola,4014.38,Kolkata,2025-05-23 12:54:45,SUCCESS
TXN000000024924,U014652,GooglePlay,2787.77,Surat,2025-12-01 12:13:27,SUCCESS
TXN000000024925,U108107,RelianceDigital,1204.58,Mumbai,2025-11-16 06:21:53,SUCCESS
TXN000000024926,U159431,Ola,45.86,Lucknow,2025-05-30 14:04:21,SUCCESS
TXN000000024927,U058026,Ola,2809.24,Nagpur,2025-11-10 06:41:01,SUCCESS
TXN000000024928,U066719,PaytmMall,3942.37,Bhopal,2025-01-04 11:44:23,SUCCESS
TXN000000024929,U108956,Myntra,4322.12,Pune,2026-01-26 19:09:46,SUCCESS
TXN000000024930,U032605,Croma,2700.57,Mumbai,2025-12-14 14:50:26,SUCCESS
TXN000000024931,U161855,GooglePlay,301689.57,Pune,2025-01-28 06:20:54,SUCCESS
TXN000000024932,U138491,Ola,797.17,Kolkata,2025-10-01 20:40:48,SUCCESS
TXN000000024933,U150602,IRCTC,1976.14,Bhopal,2025-02-26 00:25:21,SUCCESS
TXN000000024934,U071227,Zomato,475517.82,Jaipur,2025-09-23 05:02:01,SUCCESS
TXN000000024935,U185090,Netflix,1806.64,Lucknow,2026-01-16 16:11:46,SUCCESS
TXN000000024936,U036432,AppleStore,3304.03,Jaipur,2025-08-09 23:43:52,SUCCESS
TXN000000024937,U061081,Hotstar,916.76,Chandigarh,2025-08-07 20:53:12,SUCCESS
TXN000000024938,U063226,Netflix,1043.54,Ahmedabad,2026-01-16 17:50:12,SUCCESS
TXN000000024939,U125605,Amazon,1352.01,Chennai,2026-01-27 05:41:35,SUCCESS
TXN000000024940,U131898,Ola,2425.79,Delhi,2026-01-25 21:36:27,SUCCESS
TXN000000024941,U046361,Myntra,3588.38,Patna,2025-12-02 14:10:33,SUCCESS
TXN000000024942,U199415,BookMyShow,1067.88,Jaipur,2025-09-27 14:13:45,SUCCESS
TXN000000024943,U179492,Zomato,4508.53,Delhi,2025-07-11 14:34:33,SUCCESS
TXN000000024944,U148918,Swiggy,2406.95,Kolkata,2025-12-14 12:59:10,SUCCESS
TXN000000024945,U165634,Amazon,4044.47,Chandigarh,2026-01-04 12:10:33,SUCCESS
TXN000000024946,U047607,PaytmMall,2822.2,Surat,2025-07-16 23:53:25,SUCCESS
